OperatorInfo/Title;UsageType/Title;AddressInfo/Title;AddressInfo/AddressLine1;AddressInfo/AddressLine2;AddressInfo/Latitude;AddressInfo/Longitude;NumberOfPoints;Connections/0/ConnectionType/Title;Connections/0/Level/Title;Connections/0/Amps;Connections/0/Voltage;Connections/0/PowerKW
Fenie Energía (Spain);Public - Membership Required;Neumaticos Borreda;C/ Madeixes 17 46870;;38.827029;-0.585878;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Parking Banyalbufar;Carrer Major;;39.687464;2.514367;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Canillas de Aceituno;Plaza la Constitucion Nº 11 29716;;36.873328;-4.081745;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayutamiento de Cendea de Galar;Polígono Galaria (parking Mcdonald's);;42.786285;-1.631654;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Teatro Mancor de la Vall;Teatro Mancor de la Vall;;39.748051;2.872901;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Esporles;Ayuntamiento de Esporles;;39.668211;2.579558;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Aj Sant Llorenç des Cardassar;Aj Sant Llorenç des Cardassar;;39.586619;3.319587;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Poligono Industrial el Pla;Av. del Textil 41 - 46870;;38.827176;-0.588583;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ajuntament D’alcoi;Ajuntament D’alcoi;;38.695194;-0.473444;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Polideportivo Es Mercadal;C/ DR. Llanso S/N 07740 Polideportivo;;39.992642;4.093892;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ajuntament Santa Eugènia;Ajuntament Santa Eugènia;;39.623603;2.843103;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament de Sineu;Ajuntament de Sineu;;39.642549;3.014859;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Binissalem (Polideportivo);Ayuntamiento Binissalem (Polideportivo);;39.685722;2.838056;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;C.C. Parque Santiago;C.C. Parque Santiago;;28.059068;-16.720848;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Fund. Balear d'Innovació I Tecnologia;Avda. d'Es Camp Verd P37-46;;39.932564;4.151126;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Poligono Industrial el Altet;Poligono Industrial el Altet;;38.858808;-0.583101;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Conseill Insular;Conseill Insular;;38.922743;1.428006;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Fornells;Ayuntamiento Fornells;;40.05482956;4.129585486;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament de Valldemossa;Ajuntament de Valldemossa;;39.711916;2.618089;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Aiecs Castellon;Aiecs Castellon;;39.967254;-0.055581;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Servi-Car Ontinyent;C/ de la Llana 9 46870 (p.i. el Pla);;38.826851;-0.587263;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Viana;Ayuntamiento de Viana;;42.516121;-2.37187;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament de Lloseta;Ajuntament de Lloseta;;39.720716;2.865758;3;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento San Antonio;Ayuntamiento San Antonio;;38.961704;1.397827;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Consell;Carrer Antonio Barceló García de Paredes;;39.663694;2.804833;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Argente Balaguer;Argente Balaguer;;39.193323;-0.430038;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Aeza Zamora;Aeza Zamora;;41.506565;-5.736246;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Celmis Global Importadora S.L.;Eduardo Westerdahl Gasolinera 38206;;28.486029;-16.324064;1;CHAdeMO;Level 3:  High (Over 40kW);;;30
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Binissalem;Calle Guillem Martí 10;;39.687158;2.844913;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Asemiet;Asemiet;;39.503393;-6.365491;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Estellencs;Ayuntamiento de Estellencs;;39.653597;2.48319;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Conseill Insular;Conseill Insular;;39.077246;1.514169;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Consell ( Davant Poliesportiu);Ayuntamiento de Consell ( Davant Poliesportiu);;39.66991;2.807878;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ajuntament de Santa Maria del Cami;Ajuntament de Santa Maria del Cami;;39.647553;2.771298;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Calsi Material Elèctric;Calsi Material Elèctric;;41.506691;2.148222;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Cardiel de los Montes;Ayuntamiento Cardiel de los Montes;;40.062732;-4.652987;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Asturias Energia;Parking del Sablón;;43.422132;-4.754799;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Es Mercadall;Ayuntamiento Es Mercadall;;39.9872401;4.092033558;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Aj Sant Llorenç des Cardassar;Aj Sant Llorenç des Cardassar;;39.609923;3.284206;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Bunyola;Carrer de les Vinyetes 2;;39.697459;2.698502;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento San Antonio ( Polideportivo Can Coix);Ayuntamiento San Antonio ( Polideportivo Can Coix);;38.99492;1.308309;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Hotel Arbe;Hotel Arbe;;43.304356;-2.363677;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament d'Escorca;Parking Monasterio de Lluc;;39.820809;2.884291;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Binissalem (casa de Cultura);Ayuntamiento Binissalem (casa de Cultura);;39.685611;2.84475;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Alboraya;Ayuntamiento de Alboraya;;39.49975;-0.346361;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayto Miramar;Avinguda del País Valenciá;Platja;38.948338;-0.141143;1;CHAdeMO;Level 2 : Medium (Over 2kW);;;20
Fenie Energía (Spain);Public - Membership Required;Eatim Jesus Pobre;C/ Diagonal S/N 03749;;38.798284;0.086162;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Aj Sant Llorenç des Cardassar;Aj Sant Llorenç des Cardassar;;39.580984;3.372523;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Universitat Politècnica de València;Universitat Politècnica de València;;38.694349;-0.476981;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Apremie;Calle Industrias 2a;;41.625599;-4.773881;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Aguilar de Campoo;Barrio Jose Gomez Briz S/N;;42.795425;-4.26558;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Camp Futbol Bunyola;Campo de Fútbol;;39.686749;2.698959;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Inel;Av. del Tèxtil, 67;;38.830947;-0.575768;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Ses Salines;Avinguda Primavera Esquina Con C/ Pou d'En Verdera de la Colònia de Sant Jordi;;39.319881;2.991088;3;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament D’alcoi-Bautista Sanz Domenech;Ajuntament D’alcoi;;38.706855;-0.469694;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Titsa. Intercambiador Laguna;Titsa. Intercambiador Laguna;;28.480509;-16.317005;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento San Antonio;Paseo de la Mar Nº6;;38.978643;1.301133;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento la Pobla de Vallbona;Ayuntamiento la Pobla de Vallbona;;39.590623;-0.550021;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Salinas de Pamplona;Salinas de Pamplona;;42.753025;-1.64973;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Satem;Satem;;41.115743;1.148285;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento San Antonio;Ayuntamiento San Antonio;;38.978634;1.299041;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ajuntament D’alcoi-Electronova Alcoy;Ajuntament D’alcoi;;38.696341;-0.48446;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Moixent;Ayuntamiento de Moixent;;38.874123;-0.752036;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Biblioteca Can Picafort;Biblioteca Can Picafort;;39.7701646;3.1438018;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament de Sencelles;Ajuntament de Sencelles;;39.639568;2.86045;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Femete;Calle Mazo;;28.456881;-16.301479;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Aparcamiento Urbanización de Santo Tomas;Aparcamiento en la Urba. de Santo Tomas Parcela 4h Y 5h 07749;;39.915402;4.039711;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Parking Restaurante Sonamar;Parking Restaurante Sonamar;;39.66321;2.677356;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Aparcament 2 Valldemossa;Aparcament 2 Valldemossa;;39.711042;2.621456;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament de Deia;Ajuntament de Deia;;39.750131;2.647158;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Electricidad Soma;Electricidad Soma;;41.66575;0.603478;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Mercado Central Melilla;Mercado Central Melilla;;35.295436;-2.943817;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayto. San Antonio (estación de Autobuses);Ayto. San Antonio (estación de Autobuses);;38.981509;1.307343;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Hotel Hard Rock;Avenida Adeje 300;Playa Paraiso;28.121219;-16.77546;8;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Electricidad Juan Bernabeu;Electricidad Juan Bernabeu;;38.612524;-0.588866;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ajuntament Sa Pobla;Plaça del Mercat 61;;39.771219;3.027445;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Ajuntament D’alcoi-Enilec;Ajuntament D’alcoi;;38.700771;-0.479088;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Son Servera;Ayuntamiento de Son Servera;;39.60424;3.379626;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Aparcament 3 Valldemossa;Aparcament 3 Valldemossa;;39.711384;2.621946;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Poliesportiu Bunyola;Poliesportiu Bunyola;;39.68685;2.700474;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Electrotecnia Monrabal;Pi Blanc Nº3 Valencia;;39.431379;-0.380577;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
Fenie Energía (Spain);Public - Membership Required;Camp Futbol Alaró;Camp Futbol Alaró;;39.702567;2.794149;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento de Falces;Ayuntamiento de Falces;;42.387784;-1.793834;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);16;230;4
Fenie Energía (Spain);Public - Membership Required;Ajuntament Ontinyent-Paduana;Ajuntament Ontinyent;;38.826015;-0.603576;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;2.3
Fenie Energía (Spain);Public - Membership Required;Estación de Servicio Quintanar;C/ Príncipe 170;;39.333848;-1.928957;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Can Dameto;Can Dameto;;39.758878;2.982512;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Bodegas Vivanco;Bodegas Vivanco;;42.53985;-2.778515;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
Fenie Energía (Spain);Public - Membership Required;Ajuntament d'Inca;Ajuntament d'Inca;;39.720875;2.907357;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
(Unknown Operator);(Unknown);REYSE Automatizacion;Calle Polonia, 180;;37.8983061;-4.7352093;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);10;400;7
Fenie Energía (Spain);Public - Membership Required;Fenie 0168;Av. Alfonso X El Sabio, 27;;38.3467361;-0.4882769;1;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);10;230;2.3
(Unknown Operator);Public;Intercambiador de Santa Cruz;Av. Tree de Mayo;;28.4596002;-16.25327215;6;Europlug 2-Pin (CEE 7/16);Level 2 : Medium (Over 2kW);;;
(Unknown Operator);Public - Pay At Location;Hotel Restaurante Segobriga;A-3, Km 111;;39.9029901;-2.715364;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;22
Fenie Energía (Spain);Public - Membership Required;Ayuntamiento Carrión de los Condes;Plaza Condes de Carrión;;42.3375321;-4.604505;1;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);12;230;2.3
MELIB (ES);Public - Membership Required;Sant Miquel;Carrer de Sant Miquel, 77;;39.5766655;2.6521341;4;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;7.4
(Unknown Operator);(Unknown);Rosselló Parking;Carrer del Rosselló, 231;;41.3939345;2.1579998;2;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;;2.5
MELIB (ES);Public - Membership Required;Mercat de l'Olivar;Carrer de Josep Tous i Ferrer, 7;;39.5735348;2.6536247;2;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);12;230;2.76
Tesla Motors (Worldwide);Public - Membership Required;Gran Hotel Havana;Gran Via de les Corts Catalanes;;41.39277;2.171705;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;14
Tesla Motors (Worldwide);Public - Notice Required;Arantza Hotela;Aientsa Auzoa;;43.189303;-1.743912;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Termas de Cuntis;Rua Do Balneario;Portodegómez;42.633333;-8.563889;2;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Urbil;Poligono Asteasuain;;43.275393;-2.021506;2;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Mas Mariassa;Carretera Santa Marina T-311;;41.045968;0.857343;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;14
Tesla Motors (Worldwide);Public - Membership Required;Guarromán Supercharger;SN Polígono Industrial de Guadiel;;38.143036;-3.722849;10;Tesla Supercharger;Level 3:  High (Over 40kW);;;120
Tesla Motors (Worldwide);Public - Notice Required;Hotel Senator Mar Menor Golf & Spa Resort;Avda Principe Felipe;;37.728105;-0.870221;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Albacenter;Calle Alcalde Conangla;;38.990408;-1.846801;2;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Masia Urbisol & Spa;N-141C;;41.802357;2.021021;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel la Garriga de Castelladral;Ctra de Suria A Castelladral;;41.868135;1.762399;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Marjal Guardamar Camping & Resort;Marjal Guardamar Camping & Resort;;38.108849;-0.656044;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;10
Tesla Motors (Worldwide);Public - Membership Required;Hotel Spa la Casa del Rector;C/ Pedro Oviedo;;38.888267;-3.717387;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Rivabellosa Supercharger;Poligono Industrial Arasur;;42.701175;-2.91944;8;Tesla Supercharger;Level 3:  High (Over 40kW);;;120
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Intu Asturias;Autovia A66;;43.3900702;-5.8050691;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Hacienda Zorita Wine Hotel;Crta.salamanca-Ledesma;;41.040595;-5.757905;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;El Corte Ingles Sevilla Este;Carretera Sevilla - Malaga;;37.387608;-5.93937;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Almadraba Park Hotel;Avinguda Diaz Pacheco;;42.242349;3.203249;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel Tuca - RV Hotel Turistics;Carretera de Baqueira;;42.697085;0.805363;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Marjal Costa Blanca Camping & Resort;Ap-7;;38.181078;-0.811185;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Lobito de Mar;Av. Bulevar Príncipe Alfonso de Hohenlohe;;36.507886;-4.916903;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Mérida Supercharger;7 Polã­gono Industrial el Prado;;38.922231;-6.375038;10;Tesla Supercharger;Level 3:  High (Over 40kW);;;120
Tesla Motors (Worldwide);Public - Membership Required;Rafaelhoteles Madrid Norte;Avenida de Barajas;;40.534692;-3.621364;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Parador de Lorca;Calle del Castillo;;37.677944;-1.704149;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Sevilla Factory;Ctra Nacional Iv Madrid-Cadiz;;37.288794;-5.94185;2;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel H10 Puerta de Alcalá;Calle de Alcala;;40.422187;-3.68116;1;Tesla (Model S onwards);Level 2 : Medium (Over 2kW);32;230;7
(Unknown Operator);(Unknown);Ses Salines City Hall;Carrer la Pau, 2;;39.3395373;3.0537271;2;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;230;3.3
Fenie Energía (Spain);(Unknown);Football Field Es Migjorn;Av. de la Mar, 2B;;39.9453012;4.0503423;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7.2
IBIL (Es);Public - Membership Required;Valle de Mena City Hall;Calle Félix Rodríguez de la Fuente, 2L;;43.0982156;-3.2833963;2;Mennekes (Type 2);;;230;
(Unknown Operator);(Unknown);Mercadel Theatre;Carrer Lepanto, 4;;39.9864228;4.0926101;2;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);10;230;2.3
(Unknown Operator);(Unknown);Carrer del Rosari;Carrer del Rosari 25;;40.0547891;4.1296544;2;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);10;230;2.3
(Unknown Operator);(Unknown);Petra;Carrer Romeria, 2;;39.6087576;3.1112439;1;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;200;3.5
(Unknown Operator);Public - Membership Required;Eivissa Council;Carrer de l' Arxiduc Lluís Salvador, 3;;38.9076277;1.4276763;1;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);13;230;2.8
(Unknown Operator);(Unknown);Manacor;Plaça del Rector Rubí, 1;;39.5688493;3.2112767;1;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;230;3.49
(Unknown Operator);Public - Membership Required;Constantí City Hall;Carrer Barcelona, 10;;41.15164;1.21421;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;22
(Unknown Operator);Public;Granja Soldevila;Granja Soldevila, Camí de la Granja, s/n;;41.5267886;2.1856332;4;Mennekes (Type 2);Level 2 : Medium (Over 2kW);;;22
Tesla Motors (Worldwide);Public;Zaragoza Supercharger;Estación de Servicio EL CISNE, A2, Km 309;;41.6253186;-1.0100808;10;Tesla Supercharger;Level 3:  High (Over 40kW);;;135
IBIL (Es);Public - Membership Required;Segovia Bus Station;Plaza la Estación de Autobuses, 2;;40.9447496;-4.1218282;2;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7.3
(Unknown Operator);Public - Membership Required;Taco Station;TF-28;;28.4472476;-16.2956443;1;Mennekes (Type 2);;;;
(Unknown Operator);(Unknown);Esporles;Carrer Cotoner, 17;;39.6681086;2.5796083;1;Mennekes (Type 2);;;;
(Unknown Operator);Public - Membership Required;Terrassa Funerary;Carretera de Montcada, 779A;;41.5578474;2.042478;1;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;230;3.68
(Unknown Operator);(Unknown);El Punt Ribera;Plaça Crta Albalat, 9B;;39.16461;-0.42767;3;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;230;3.45
(Unknown Operator);Public - Notice Required;Leroy Merlin Sant Cugat;Parc. Activ. Econòmiques, Carretera de Rubí, s/n;;41.4814933;2.0452963;3;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);10;220;2.2
(Unknown Operator);(Unknown);Arroyosur Mall;Calle Primavera, 1;;40.3008455;-3.7762264;11;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);16;230;3.7
(Unknown Operator);(Unknown);Isla Azul Mall;Calle Calderilla, 1;;40.3639971;-3.7374851;10;CEE 7/4 - Schuko - Type F;Level 2 : Medium (Over 2kW);14;230;3.3
(Unknown Operator);Public - Notice Required;Carrefour Parking;Rúa Dos Emigrantes, 1;;42.3214914;-7.876922;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;400;12.8
Fenie Energía (Spain);Public - Membership Required;La Villa Mall;Autopista del Nte., 36;;28.3959791;-16.5483601;1;Mennekes (Type 2);Level 2 : Medium (Over 2kW);32;230;7
(Unknown Operator);Public;El Restón Mall;Av. del Mar Mediterráneo, 3;;40.1842308;-3.6793703;2;Blue Commando (2P+E);Level 2 : Medium (Over 2kW);;230;
